,RTL_STORE_CD,RTL_FIPS_COUNTY_DSC,RTL_PREMISE_TYPE_CD,RTL_CHANNEL_DSC,RTL_SUBCHANNEL_DSC,RTL_BEER_FLAG,RTL_LIQUOR_FLG,BEERTYPE
73,101903696,SALT LAKE,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
74,101772335,SALT LAKE,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,N,LowPoint
75,107177054,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
76,200344422,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
77,200682576,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
78,201433200,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
79,107420228,SALT LAKE,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
80,102180205,CACHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
81,100685647,SUMMIT,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
82,101692103,KANE,ON,LODGING,RESORT/CONVENTION,Y,Y,LowPoint
83,200559955,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
84,205545094,SALT LAKE,ON,LODGING,FULL SERVICE LODGING,Y,Y,LowPoint
85,200656554,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
86,200274732,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
87,101979303,KANE,ON,DINING,CASUAL DINING,Y,N,LowPoint
88,305621732,WEBER,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
89,100421002,UTAH,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
90,100484720,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
91,100301151,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
92,105529222,WASHINGTON,ON,DINING,CASUAL DINING,Y,Y,LowPoint
93,105624141,WEBER,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
94,101673100,UINTAH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
95,105614376,SUMMIT,ON,DINING,CASUAL DINING,Y,Y,LowPoint
96,100685683,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
97,101735262,BOX ELDER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
98,101471160,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
99,105606326,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
100,101643757,BOX ELDER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
101,102336065,SALT LAKE,ON,DINING,CASUAL DINING,Y,N,LowPoint
102,100140184,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
103,200689730,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
104,100988015,PIUTE,OFF,CATEGORY KILLER,HOME IMPROVEMENT,Y,N,LowPoint
105,107240610,SALT LAKE,ON,LODGING,FULL SERVICE LODGING,Y,Y,LowPoint
106,101874679,SALT LAKE,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
107,200195300,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
108,107503769,DAVIS,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
109,107494125,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
110,107522578,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
111,200485230,CARBON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
112,107387709,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
113,200685677,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
114,100112114,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
115,101881640,IRON,ON,DINING,CASUAL DINING,Y,Y,LowPoint
116,100562132,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
117,100267393,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
118,103607650,UTAH,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
119,100385890,SALT LAKE,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
120,105628727,WEBER,ON,RECREATION,BILLIARD/BOWLING/ARCADE,Y,N,LowPoint
121,101933389,PIUTE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
122,100112286,WEBER,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
123,100317170,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
124,100301153,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
125,103760306,SANPETE,ON,DINING,CASUAL DINING,Y,N,LowPoint
126,103506805,WASHINGTON,ON,DINING,CASUAL DINING,Y,Y,LowPoint
127,107096138,WASHINGTON,ON,DINING,CASUAL DINING,Y,N,LowPoint
128,100619475,SANPETE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
129,100693968,BOX ELDER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
130,101789452,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
131,100636288,BOX ELDER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
132,101957910,SEVIER,ON,DINING,FAST CASUAL,Y,N,LowPoint
133,201794449,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
134,102625802,UTAH,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
135,103516771,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
136,105619494,SALT LAKE,ON,BAR/NIGHTCLUB,ADULT ENTERTAINMENT,Y,Y,LowPoint
137,107274864,JUAB,OFF,EXTENDED MASTER OFF-PREMISE,OTHER OFF-PREMISE,N,N,LowPoint
138,202053457,SUMMIT,ON,RECREATION,GOLF/COUNTRY CLUB,Y,Y,LowPoint
139,300653147,SEVIER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
140,105600326,DAVIS,ON,RECREATION,PRIVATE CLUB,Y,Y,LowPoint
141,100586548,IRON,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
142,100634821,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
143,102018095,SALT LAKE,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,N,LowPoint
144,101544285,MILLARD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
145,100460895,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
146,101437218,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
147,100484741,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
148,103752221,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
149,100477817,UTAH,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
150,101430791,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
151,101415007,DAVIS,OFF,MILITARY OFF-PREMISE,MILITARY LIQUOR STORE,Y,Y,LowPoint
152,100187499,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
153,101415014,SALT LAKE,OFF,LIQUOR,CONVENTIONAL LIQUOR,Y,Y,NonLowPoint
154,100362797,WEBER,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
155,105619839,SALT LAKE,ON,BAR/NIGHTCLUB,COUNTRY WESTERN,Y,Y,LowPoint
156,101961260,GRAND,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
157,100902318,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
158,104002170,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
159,100657232,BOX ELDER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
160,102555867,SALT LAKE,ON,DINING,FAST CASUAL,Y,Y,LowPoint
161,100140197,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
162,100111893,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
163,101433067,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
164,105544579,SALT LAKE,ON,LODGING,FULL SERVICE LODGING,Y,Y,LowPoint
165,102214133,KANE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
166,100685660,DUCHESNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
167,101734364,WEBER,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,N,LowPoint
168,200963577,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
169,100286222,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
170,200344427,SANPETE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
171,101607591,SALT LAKE,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
172,101626495,UTAH,ON,DINING,FAST CASUAL,Y,N,LowPoint
173,401612394,MILLARD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
174,107494104,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
175,107368304,SALT LAKE,ON,EXTENDED MASTER ON-PREMISE,RESTAURANT NA,N,N,LowPoint
176,205621393,SALT LAKE,ON,BAR/NIGHTCLUB,CASUAL NIGHTCLUB,Y,Y,LowPoint
177,200158687,CARBON,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
178,100685672,CACHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
179,301447298,RICH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
180,100797773,GRAND,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
181,105616766,SALT LAKE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
182,101993513,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
183,100447935,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
184,100925190,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
185,102046370,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
186,101488540,SUMMIT,ON,DINING,CASUAL DINING,Y,Y,LowPoint
187,202015872,UTAH,ON,DINING,CASUAL DINING,Y,N,LowPoint
188,200846411,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
189,201435974,IRON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
190,105613589,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
191,107369204,SALT LAKE,NR,NON RETAIL,CLIENT INTERNAL,N,N,LowPoint
192,102288226,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
193,100112413,IRON,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
194,100637461,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
195,100350392,DUCHESNE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
196,100267394,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
197,100634088,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
198,100314852,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
199,100362266,UTAH,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
200,205613892,SALT LAKE,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
201,100221792,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
202,105627347,SALT LAKE,ON,RECREATION,BILLIARD/BOWLING/ARCADE,Y,N,LowPoint
203,105529963,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
204,103645034,UINTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
205,101415034,SALT LAKE,OFF,LIQUOR,CONVENTIONAL LIQUOR,Y,Y,NonLowPoint
206,100551997,SALT LAKE,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
207,102118050,UTAH,OFF,EXTENDED MASTER OFF-PREMISE,OTHER OFF-PREMISE,N,N,LowPoint
208,101478575,SANPETE,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
209,103685481,WASATCH,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
210,100685655,MORGAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
211,201693234,SEVIER,ON,DINING,CASUAL DINING,Y,N,LowPoint
212,102480067,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
213,200699324,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
214,101673086,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
215,101434468,SAN JUAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
216,100682582,BOX ELDER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
217,100634815,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
218,101612391,JUAB,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
219,107158733,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
220,101778740,SEVIER,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
221,105615994,SALT LAKE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
222,105608865,UTAH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
223,101924068,BOX ELDER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
224,100416490,BOX ELDER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
225,101874804,UTAH,OFF,EXTENDED MASTER OFF-PREMISE,OTHER OFF-PREMISE,N,N,LowPoint
226,101689397,DAGGETT,ON,RECREATION,OTHER ENTERTAINMENT,Y,Y,LowPoint
227,102062081,UTAH,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
228,101674083,SAN JUAN,ON,LODGING,FULL SERVICE LODGING,Y,N,LowPoint
229,105616300,SALT LAKE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
230,101431674,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
231,101643741,SEVIER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
232,103867863,DAVIS,ON,DINING,CASUAL DINING,Y,N,LowPoint
233,101820670,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
234,100507008,CACHE,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
235,107300322,SEVIER,ON,DINING,CASUAL DINING,Y,N,LowPoint
236,200274725,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
237,200274739,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
238,103941890,SALT LAKE,ON,RECREATION,BILLIARD/BOWLING/ARCADE,Y,Y,LowPoint
239,205546075,SALT LAKE,ON,DINING,FAST CASUAL,Y,N,LowPoint
240,107454134,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
241,207413023,DAVIS,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
242,107515448,UTAH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
243,107488192,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
244,107404193,UTAH,ON,LODGING,FULL SERVICE LODGING,Y,Y,LowPoint
245,205612461,KANE,ON,DINING,CASUAL DINING,Y,N,LowPoint
246,200585481,EMERY,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
247,107207010,CACHE,ON,DINING,CASUAL DINING,Y,N,LowPoint
248,200637132,BEAVER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
249,107445737,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
250,105621497,TOOELE,ON,RECREATION,PRIVATE CLUB,Y,Y,LowPoint
251,100925194,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
252,101612395,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
253,105615041,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
254,100515498,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
255,100279144,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
256,100362260,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
257,103687404,TOOELE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
258,100301249,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
259,102439299,DAVIS,ON,DINING,FAST CASUAL,Y,N,LowPoint
260,101430946,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
261,105615805,UINTAH,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
262,100650792,CACHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
263,100571607,UTAH,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
264,101690097,DAVIS,ON,DINING,CASUAL DINING,Y,Y,LowPoint
265,105607459,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
266,100412001,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
267,105597320,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
268,100301299,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
269,101530944,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
270,103848206,SALT LAKE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
271,400492299,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
272,107368725,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
273,107086382,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
274,200651534,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
275,107029194,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
276,101610668,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
277,105529184,UTAH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
278,100193653,UTAH,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
279,102709741,SUMMIT,OFF,LIQUOR,CONVENTIONAL LIQUOR,Y,Y,NonLowPoint
280,101710882,JUAB,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
281,103189770,SALT LAKE,OFF,EXTENDED MASTER OFF-PREMISE,OTHER OFF-PREMISE,N,N,LowPoint
282,101692200,UTAH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
283,104001666,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
284,100689579,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
285,205610464,WASHINGTON,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
286,107078454,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
287,201431824,SALT LAKE,OFF,CONVENIENCE STORE,GAS STATION/KIOSK,Y,N,LowPoint
288,107441492,WEBER,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
289,301430084,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
290,400653536,SEVIER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
291,102628281,WEBER,NR,NON RETAIL,CLIENT INTERNAL,N,N,LowPoint
292,100441524,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
293,101840007,DAVIS,ON,MILITARY ON-PREMISE,MILITARY RECREATION,Y,Y,LowPoint
294,101857001,UTAH,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
295,100364053,WASHINGTON,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
296,102176762,DAVIS,ON,DINING,CASUAL DINING,Y,Y,LowPoint
297,101440776,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
298,103186350,WASHINGTON,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
299,102194316,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
300,105601189,DAVIS,ON,RECREATION,GOLF/COUNTRY CLUB,Y,N,LowPoint
301,100689164,EMERY,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
302,100993749,DAVIS,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
303,105625545,SALT LAKE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
304,105545532,SALT LAKE,ON,LODGING,FULL SERVICE LODGING,Y,Y,LowPoint
305,100317163,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
306,100301329,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
307,102649108,SALT LAKE,OFF,LIQUOR,CONVENTIONAL LIQUOR,Y,Y,NonLowPoint
308,101906682,SALT LAKE,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,N,LowPoint
309,201745096,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
310,100350373,BOX ELDER,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
311,100983938,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
312,201608233,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
313,200797966,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
314,101648726,RICH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
315,100111864,UINTAH,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
316,100914594,UTAH,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
317,101579372,SALT LAKE,ON,DINING,FINE DINING,Y,Y,LowPoint
318,101691486,GRAND,ON,DINING,CASUAL DINING,Y,Y,LowPoint
319,100329516,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
320,100682568,TOOELE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
321,101875706,DUCHESNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
322,101980806,DAVIS,ON,MILITARY ON-PREMISE,MILITARY DINING,Y,Y,LowPoint
323,100330306,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
324,100996876,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
325,102119809,IRON,ON,DINING,CASUAL DINING,Y,Y,LowPoint
326,102572641,DAVIS,ON,RECREATION,GOLF/COUNTRY CLUB,Y,N,LowPoint
327,100626471,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
328,101949401,GARFIELD,OFF,EXTENDED MASTER OFF-PREMISE,GIFT/VARIETY,N,N,LowPoint
329,201436720,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
330,300481153,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
331,102249286,IRON,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
332,101740518,MORGAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
333,101671770,DAVIS,ON,RECREATION,GOLF/COUNTRY CLUB,Y,Y,LowPoint
334,103883180,SALT LAKE,NR,NON RETAIL,CLIENT INTERNAL,N,N,LowPoint
335,101690453,SALT LAKE,ON,BAR/NIGHTCLUB,CASUAL NIGHTCLUB,Y,Y,LowPoint
336,107181709,WEBER,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
