,RTL_STORE_CD,RTL_FIPS_COUNTY_DSC,RTL_PREMISE_TYPE_CD,RTL_CHANNEL_DSC,RTL_SUBCHANNEL_DSC,RTL_BEER_FLAG,RTL_LIQUOR_FLG,BEERTYPE
337,200426710,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
338,301946898,SALT LAKE,OFF,EXTENDED MASTER OFF-PREMISE,PIPE/CIGAR/TOBACCO,N,N,LowPoint
339,200340427,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
340,107434697,UTAH,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
341,205607960,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
342,107506414,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
343,200340009,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
344,107512199,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
345,202591795,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
346,205604110,EMERY,ON,DINING,CASUAL DINING,Y,N,LowPoint
347,105609140,KANE,ON,DINING,CASUAL DINING,Y,N,LowPoint
348,105282277,DAVIS,ON,DINING,CASUAL DINING,Y,Y,LowPoint
349,103575928,SUMMIT,ON,LODGING,LUXURY LODGING,Y,Y,LowPoint
350,102616388,DAVIS,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,N,LowPoint
351,105620833,SALT LAKE,ON,BAR/NIGHTCLUB,CASUAL NIGHTCLUB,Y,Y,LowPoint
352,201690465,WEBER,ON,BAR/NIGHTCLUB,ADULT ENTERTAINMENT,Y,Y,LowPoint
353,102190394,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
354,102619525,SALT LAKE,OFF,WHOLESALE CLUB,CONVENTIONAL CLUB,Y,N,LowPoint
355,100689727,CACHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
356,101942562,SAN JUAN,OFF,EXTENDED MASTER OFF-PREMISE,MARINA,N,N,LowPoint
357,103819941,SALT LAKE,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
358,201438937,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
359,200274756,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
360,107232909,SALT LAKE,ON,DINING,FAST CASUAL,Y,N,LowPoint
361,107499616,UTAH,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
362,101433688,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
363,200111978,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
364,107465957,SALT LAKE,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
365,107494114,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
366,100301208,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
367,101496346,GRAND,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
368,100301235,MILLARD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
369,100744165,CARBON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
370,101674066,SALT LAKE,ON,DINING,FAST CASUAL,Y,N,LowPoint
371,100485520,CACHE,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
372,102353202,WEBER,ON,DINING,CASUAL DINING,Y,N,LowPoint
373,101967802,CACHE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
374,102070368,SALT LAKE,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
375,100186885,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
376,100620700,GRAND,OFF,DRUG,RX ONLY AND SMALL INDEP,Y,N,LowPoint
377,105599977,WASHINGTON,ON,RECREATION,PRIVATE CLUB,Y,Y,LowPoint
378,101676348,UINTAH,ON,DINING,FAST CASUAL,Y,N,LowPoint
379,100574098,SUMMIT,OFF,GROCERY,SUPERETTE,Y,N,LowPoint
380,107340404,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
381,200690789,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
382,201949272,SALT LAKE,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
383,201431882,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
384,100187483,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
385,105613676,CACHE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
386,103701932,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
387,105544186,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
388,103782951,WEBER,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
389,102175614,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
390,101471232,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
391,105618298,DAVIS,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,N,LowPoint
392,201472701,SEVIER,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
393,107189162,SALT LAKE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
394,101786394,SALT LAKE,ON,RECREATION,GOLF/COUNTRY CLUB,Y,N,LowPoint
395,101676374,SALT LAKE,ON,LODGING,FULL SERVICE LODGING,Y,Y,LowPoint
396,200930556,GRAND,OFF,MASS MERCHANDISER,CONVENTIONAL MASS MERCH,Y,N,LowPoint
397,107448673,DAVIS,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,N,LowPoint
398,105599866,SALT LAKE,ON,RECREATION,PRIVATE CLUB,Y,Y,LowPoint
399,101441851,WASATCH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
400,105597683,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
401,100657222,WASATCH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
402,100693986,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
403,105529744,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
404,102053237,WASATCH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
405,101576492,GARFIELD,OFF,EXTENDED MASTER OFF-PREMISE,SMALL GROCERY,N,N,LowPoint
406,103845194,SALT LAKE,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
407,101610612,BEAVER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
408,100330184,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
409,101963424,WASATCH,ON,RECREATION,OTHER ENTERTAINMENT,Y,N,LowPoint
410,102377058,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
411,100301325,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
412,103589030,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
413,200582777,DUCHESNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
414,100601448,SUMMIT,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
415,101937604,PIUTE,OFF,EXTENDED MASTER OFF-PREMISE,OTHER OFF-PREMISE,N,N,LowPoint
416,105601818,SALT LAKE,ON,RECREATION,GOLF/COUNTRY CLUB,Y,Y,LowPoint
417,100744131,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
418,102430437,UTAH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
419,100809425,DAVIS,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
420,201950398,WEBER,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
421,201432401,UTAH,OFF,CONVENIENCE STORE,GAS STATION/KIOSK,Y,N,LowPoint
422,105596383,SALT LAKE,ON,DINING,FAST CASUAL,Y,N,LowPoint
423,103970974,UTAH,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
424,105544256,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
425,107122887,WAYNE,ON,LODGING,RESORT/CONVENTION,Y,N,LowPoint
426,101674074,IRON,ON,DINING,CASUAL DINING,Y,Y,LowPoint
427,105597682,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
428,101828363,SALT LAKE,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
429,101916460,SALT LAKE,OFF,EXTENDED MASTER OFF-PREMISE,MEAT/FISH/FRUIT/BAKERY,N,N,LowPoint
430,100634103,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
431,100301239,UINTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
432,100707537,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
433,103485462,DUCHESNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
434,101953794,UINTAH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
435,105601345,SALT LAKE,ON,RECREATION,GOLF/COUNTRY CLUB,Y,N,LowPoint
436,100140161,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
437,101610031,SEVIER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
438,101672499,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
439,101643750,CACHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
440,107349983,SALT LAKE,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
441,102272168,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
442,200890016,SALT LAKE,OFF,CONVENIENCE STORE,GAS STATION/KIOSK,Y,N,LowPoint
443,107398142,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
444,201433201,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
445,200274765,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
446,200693965,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
447,201713153,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
448,107469346,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
449,102118767,SUMMIT,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
450,105601582,SALT LAKE,ON,RECREATION,GOLF/COUNTRY CLUB,Y,N,LowPoint
451,105529688,DAVIS,ON,DINING,CASUAL DINING,Y,Y,LowPoint
452,101647913,WAYNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
453,105617849,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
454,103187763,DAVIS,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
455,101947915,BOX ELDER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
456,107053000,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
457,100804141,WEBER,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
458,100619471,CACHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
459,100329520,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
460,100301257,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
461,100112035,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
462,100582754,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
463,105628247,TOOELE,ON,RECREATION,GOLF/COUNTRY CLUB,Y,N,LowPoint
464,101415048,SALT LAKE,OFF,LIQUOR,CONVENTIONAL LIQUOR,Y,Y,NonLowPoint
465,100306954,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
466,100492634,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
467,100437547,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
468,100112112,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
469,101820685,BEAVER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
470,100990427,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
471,100952645,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
472,105544260,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
473,101610721,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
474,100112345,GRAND,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
475,101760725,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
476,100301222,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
477,101764932,SAN JUAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
478,102459920,WASHINGTON,ON,DINING,FAST CASUAL,Y,Y,LowPoint
479,105608018,SUMMIT,ON,DINING,CASUAL DINING,Y,Y,LowPoint
480,100699215,SEVIER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
481,100614980,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
482,100577922,SUMMIT,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
483,100690457,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
484,103395308,SALT LAKE,ON,EXTENDED MASTER ON-PREMISE,RESTAURANT NA,N,N,LowPoint
485,105626244,SALT LAKE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
486,200756969,SANPETE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
487,100447930,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
488,201538371,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
489,101647774,GARFIELD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
490,205530263,CACHE,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
491,301545620,WAYNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
492,202039545,SALT LAKE,OFF,GROCERY,SUPERETTE,Y,N,LowPoint
493,105625287,SALT LAKE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
494,100549223,WASHINGTON,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
495,101925707,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
496,100582753,EMERY,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
497,105615028,KANE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
498,301916816,SALT LAKE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
499,205629670,SALT LAKE,ON,CATERER,FOOD SERVICE,Y,Y,LowPoint
500,107485072,WASHINGTON,ON,DINING,CASUAL DINING,Y,N,LowPoint
501,107455231,DAVIS,ON,LODGING,FULL SERVICE LODGING,Y,Y,LowPoint
502,105614068,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
503,201530935,BEAVER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
504,105600808,DAVIS,ON,RECREATION,GOLF/COUNTRY CLUB,Y,Y,LowPoint
505,107076727,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
506,105625284,SALT LAKE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
507,101415037,SALT LAKE,OFF,LIQUOR,CONVENTIONAL LIQUOR,Y,Y,NonLowPoint
508,103752228,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
509,200112378,MILLARD,OFF,GROCERY,SUPERETTE,Y,N,LowPoint
510,201576179,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
511,101834874,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
512,105544229,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
513,100301334,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
514,300414021,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
515,401612483,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
516,102351235,WEBER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
517,107531976,SALT LAKE,ON,DINING,CASUAL DINING,Y,N,LowPoint
518,207165591,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
519,101740536,DUCHESNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
520,105609431,DAVIS,ON,DINING,CASUAL DINING,Y,Y,LowPoint
521,101859766,DAVIS,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
522,101676341,UTAH,ON,DINING,FAST CASUAL,Y,N,LowPoint
523,100531918,CACHE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
524,203802826,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
525,100301233,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
526,100688303,IRON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
527,100756965,JUAB,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
528,105599451,SALT LAKE,ON,RECREATION,PRIVATE CLUB,Y,Y,LowPoint
529,101690149,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
530,100111926,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
531,100486454,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
532,101971940,GRAND,OFF,EXTENDED MASTER OFF-PREMISE,CAMPGROUND,N,N,LowPoint
533,102015857,UTAH,OFF,GROCERY,SUPERETTE,Y,N,LowPoint
534,105611223,GRAND,ON,DINING,CASUAL DINING,Y,Y,LowPoint
535,103845202,SALT LAKE,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
536,105621924,SUMMIT,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
537,107246140,SUMMIT,ON,EXTENDED MASTER ON-PREMISE,SPECIAL EVENTS,N,N,LowPoint
538,107404948,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
539,200650753,TOOELE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
540,200274699,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
541,103647270,BOX ELDER,ON,DINING,CASUAL DINING,Y,N,LowPoint
542,101942153,BEAVER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
543,101677393,SEVIER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
544,107063952,UINTAH,ON,RECREATION,BILLIARD/BOWLING/ARCADE,Y,Y,LowPoint
545,201433513,SAN JUAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
546,202073874,SUMMIT,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
547,101917190,SALT LAKE,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
548,100915270,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
549,101729228,UTAH,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
550,102216490,WEBER,ON,EXTENDED MASTER ON-PREMISE,RESTAURANT NA,N,N,LowPoint
551,105627992,SALT LAKE,ON,LODGING,FULL SERVICE LODGING,Y,Y,LowPoint
552,101468932,DAVIS,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,N,LowPoint
553,100362789,WASHINGTON,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
554,101439165,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
555,101853663,DAVIS,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
556,100921375,DAGGETT,OFF,GROCERY,SUPERETTE,Y,N,LowPoint
557,201431885,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
558,105619479,SALT LAKE,ON,BAR/NIGHTCLUB,ADULT ENTERTAINMENT,Y,Y,LowPoint
559,102913118,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
560,100268530,MORGAN,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
561,100682591,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
562,101755910,SALT LAKE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
563,102221534,RICH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
564,100267605,BOX ELDER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
565,101415020,WEBER,OFF,LIQUOR,CONVENTIONAL LIQUOR,Y,Y,NonLowPoint
566,101671779,UTAH,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
567,100186888,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
568,101981474,SALT LAKE,OFF,EXTENDED MASTER OFF-PREMISE,CAMPGROUND,N,N,LowPoint
569,101916374,BEAVER,OFF,CONVENIENCE STORE,GAS STATION/KIOSK,Y,N,LowPoint
570,101690515,WASATCH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
571,103099285,WASHINGTON,ON,DINING,CASUAL DINING,Y,Y,LowPoint
572,102523608,DAVIS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
573,200263789,UTAH,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
574,101841166,SALT LAKE,ON,RECREATION,GOLF/COUNTRY CLUB,Y,N,LowPoint
575,105529803,WASHINGTON,ON,DINING,CASUAL DINING,Y,Y,LowPoint
576,107006870,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
577,101689519,UTAH,ON,DINING,CASUAL DINING,Y,N,LowPoint
578,102043789,SALT LAKE,OFF,GROCERY,SUPERMARKET-NATURAL/GOURMET FOODS,Y,N,LowPoint
579,101820687,KANE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
580,100682585,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
581,103970606,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
582,300390320,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
583,100441560,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
584,100329512,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
585,100317165,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
586,200685705,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
587,107278076,SALT LAKE,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
588,200300012,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
589,107412253,CACHE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
590,207019996,UINTAH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
591,200653148,SALT LAKE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
592,107405314,SALT LAKE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
593,207445860,WASHINGTON,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
594,302353511,UTAH,ON,DINING,CASUAL DINING,Y,N,LowPoint
595,101674084,UTAH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
596,201636510,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
597,101689629,SALT LAKE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
598,100462796,WEBER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
599,100112273,CACHE,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
600,101674089,SUMMIT,ON,DINING,CASUAL DINING,Y,Y,LowPoint
601,100347447,SUMMIT,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
602,101947941,RICH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
603,100617132,WASATCH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
604,101759131,UTAH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
