"RTL_STORE_CD","BEERTYPE"
"102523621","NonLowPoint"
"101992693","NonLowPoint"
"102008405","NonLowPoint"
"101992702","NonLowPoint"
"102228537","NonLowPoint"
"101991675","NonLowPoint"
"102613693","NonLowPoint"
"101909995","NonLowPoint"
"102714148","NonLowPoint"
"107375639","NonLowPoint"
