"RTL_STORE_CD","BEERTYPE"
"103583795","NonLowPoint"
"102585929","NonLowPoint"
"105213412","NonLowPoint"
"103727607","NonLowPoint"
"105196489","NonLowPoint"
"101610263","NonLowPoint"
"105202091","NonLowPoint"
"107521491","NonLowPoint"
"105205018","NonLowPoint"
"107489085","NonLowPoint"
"105194384","NonLowPoint"
"101422842","NonLowPoint"
"402002487","NonLowPoint"
"305194321","NonLowPoint"
"101801342","NonLowPoint"
"200792634","NonLowPoint"
"101641539","NonLowPoint"
"105211515","NonLowPoint"
"201822066","NonLowPoint"
"305194129","NonLowPoint"
"105543273","NonLowPoint"
"100793334","NonLowPoint"
"201867687","NonLowPoint"
"101988239","NonLowPoint"
"100792712","NonLowPoint"
"101936071","NonLowPoint"
"202252107","NonLowPoint"
"201631087","NonLowPoint"
"101397237","NonLowPoint"
"105194115","NonLowPoint"
"101930435","NonLowPoint"
"101795877","NonLowPoint"
"107052736","NonLowPoint"
"105194346","NonLowPoint"
"305194339","NonLowPoint"
"105212381","NonLowPoint"
"105526685","NonLowPoint"
"201904540","NonLowPoint"
"100898163","NonLowPoint"
"107392630","NonLowPoint"
"102749801","NonLowPoint"
"105194053","NonLowPoint"
"100793387","NonLowPoint"
"107000016","NonLowPoint"
"103604897","NonLowPoint"
"201397221","NonLowPoint"
"103895114","NonLowPoint"
"105211543","NonLowPoint"
"102075762","NonLowPoint"
"101611672","NonLowPoint"
"101397471","NonLowPoint"
"107324359","NonLowPoint"
"100792661","NonLowPoint"
"305204468","NonLowPoint"
"201397587","NonLowPoint"
"301859191","NonLowPoint"
"105192904","NonLowPoint"
"105194643","NonLowPoint"
"105206949","NonLowPoint"
"105213188","NonLowPoint"
"101801890","NonLowPoint"
"205213535","NonLowPoint"
"201957625","NonLowPoint"
"105206647","NonLowPoint"
"301611491","NonLowPoint"
"100792763","NonLowPoint"
"105194086","NonLowPoint"
"101610465","NonLowPoint"
"101423539","NonLowPoint"
"100763455","NonLowPoint"
"207296608","NonLowPoint"
"102063479","NonLowPoint"
"105204956","NonLowPoint"
"203701772","NonLowPoint"
"107363752","NonLowPoint"
"201397400","NonLowPoint"
"105194537","NonLowPoint"
"105530074","NonLowPoint"
"102196796","NonLowPoint"
"105211049","NonLowPoint"
"207435037","NonLowPoint"
"101610241","NonLowPoint"
"305196298","NonLowPoint"
"105192901","NonLowPoint"
"101980883","NonLowPoint"
"105544791","NonLowPoint"
"105192341","NonLowPoint"
"100792754","NonLowPoint"
"102113331","NonLowPoint"
"101606124","NonLowPoint"
"202403344","NonLowPoint"
"100792731","NonLowPoint"
"101802674","NonLowPoint"
"101827447","NonLowPoint"
"205196580","NonLowPoint"
"103906112","NonLowPoint"
"105192371","NonLowPoint"
"201952149","NonLowPoint"
"101424243","NonLowPoint"
"100793318","NonLowPoint"
"202635704","NonLowPoint"
"103791907","NonLowPoint"
"102247422","NonLowPoint"
"107412242","NonLowPoint"
"101397651","NonLowPoint"
"101921446","NonLowPoint"
"105194287","NonLowPoint"
"102065941","NonLowPoint"
"105211795","NonLowPoint"
"103521862","NonLowPoint"
"102393843","NonLowPoint"
"105194453","NonLowPoint"
"105194164","NonLowPoint"
"201861550","NonLowPoint"
"105212417","NonLowPoint"
"105193632","NonLowPoint"
"100792539","NonLowPoint"
"102073774","NonLowPoint"
"101941363","NonLowPoint"
"103800848","NonLowPoint"
"102338548","NonLowPoint"
"107155740","NonLowPoint"
"101978711","NonLowPoint"
"105211546","NonLowPoint"
"101638602","NonLowPoint"
"103099216","NonLowPoint"
"107044993","NonLowPoint"
"105208026","NonLowPoint"
"101397537","NonLowPoint"
"102363467","NonLowPoint"
"103840928","NonLowPoint"
"105202849","NonLowPoint"
"105213497","NonLowPoint"
"201871012","NonLowPoint"
"103528088","NonLowPoint"
"103878308","NonLowPoint"
"201423646","NonLowPoint"
"105202041","NonLowPoint"
"107306918","NonLowPoint"
"107277470","NonLowPoint"
"105544804","NonLowPoint"
"103905125","NonLowPoint"
"105208029","NonLowPoint"
"105202861","NonLowPoint"
"103896438","NonLowPoint"
"107035810","NonLowPoint"
"101799170","NonLowPoint"
"105211593","NonLowPoint"
"105206416","NonLowPoint"
"102759223","NonLowPoint"
"105545851","NonLowPoint"
"103993450","NonLowPoint"
"105196474","NonLowPoint"
"105206667","NonLowPoint"
"101909380","NonLowPoint"
"107370240","NonLowPoint"
"105202895","NonLowPoint"
"105528592","NonLowPoint"
"100793436","NonLowPoint"
"101804991","NonLowPoint"
"100793101","NonLowPoint"
"101952693","NonLowPoint"
"103519723","NonLowPoint"
"103610667","NonLowPoint"
"100793621","NonLowPoint"
"103902287","NonLowPoint"
"201611327","NonLowPoint"
"107253548","NonLowPoint"
"101870806","NonLowPoint"
"107530711","NonLowPoint"
"103670887","NonLowPoint"
"102955776","NonLowPoint"
"101424048","NonLowPoint"
"101397392","NonLowPoint"
"101948104","NonLowPoint"
"105192350","NonLowPoint"
"101944171","NonLowPoint"
"202149054","NonLowPoint"
"100793650","NonLowPoint"
"105194615","NonLowPoint"
"101397305","NonLowPoint"
"105207214","NonLowPoint"
"205528177","NonLowPoint"
"105204459","NonLowPoint"
"100763004","NonLowPoint"
"101667882","NonLowPoint"
"105194210","NonLowPoint"
"105210722","NonLowPoint"
"107513868","NonLowPoint"
"105207980","NonLowPoint"
"103962639","NonLowPoint"
"105201987","NonLowPoint"
"105196146","NonLowPoint"
"105529027","NonLowPoint"
"102164765","NonLowPoint"
"102615390","NonLowPoint"
"205196435","NonLowPoint"
"205194395","NonLowPoint"
"105211771","NonLowPoint"
"101946666","NonLowPoint"
"100792279","NonLowPoint"
"105207054","NonLowPoint"
"105194610","NonLowPoint"
"105194705","NonLowPoint"
"102508986","NonLowPoint"
"101902457","NonLowPoint"
"105201030","NonLowPoint"
"105206446","NonLowPoint"
"101397593","NonLowPoint"
"101856840","NonLowPoint"
"101424046","NonLowPoint"
"107315998","NonLowPoint"
"102579851","NonLowPoint"
"105202907","NonLowPoint"
"105212105","NonLowPoint"
"205194687","NonLowPoint"
"205206267","NonLowPoint"
"101939776","NonLowPoint"
"107473893","NonLowPoint"
"103491575","NonLowPoint"
"201937578","NonLowPoint"
"101948049","NonLowPoint"
"205208112","NonLowPoint"
"105206443","NonLowPoint"
"103190844","NonLowPoint"
"101658736","NonLowPoint"
"105207254","NonLowPoint"
"205194673","NonLowPoint"
"107479081","NonLowPoint"
"205213399","NonLowPoint"
"107499579","NonLowPoint"
"100793656","NonLowPoint"
"101513058","NonLowPoint"
"205207922","NonLowPoint"
"101975377","NonLowPoint"
"205194116","NonLowPoint"
"101960405","NonLowPoint"
"101424291","NonLowPoint"
"100765726","NonLowPoint"
"102576477","NonLowPoint"
"101871665","NonLowPoint"
"405210772","NonLowPoint"
"101895252","NonLowPoint"
"102073597","NonLowPoint"
"201834862","NonLowPoint"
"201610953","NonLowPoint"
"107327658","NonLowPoint"
"101965758","NonLowPoint"
"101397376","NonLowPoint"
"101965476","NonLowPoint"
"101397574","NonLowPoint"
"105211005","NonLowPoint"
"105213149","NonLowPoint"
"105202246","NonLowPoint"
"100522790","NonLowPoint"
"101422877","NonLowPoint"
"205194269","NonLowPoint"
"107279188","NonLowPoint"
"100793067","NonLowPoint"
"105213510","NonLowPoint"
"101693016","NonLowPoint"
"107455075","NonLowPoint"
"105208049","NonLowPoint"
"100792761","NonLowPoint"
"101954729","NonLowPoint"
"107509482","NonLowPoint"
"101957735","NonLowPoint"
"201743997","NonLowPoint"
"100793342","NonLowPoint"
"105207956","NonLowPoint"
"303951830","NonLowPoint"
"100793762","NonLowPoint"
"107404177","NonLowPoint"
"201923727","NonLowPoint"
"103685434","NonLowPoint"
"101951424","NonLowPoint"
"102033949","NonLowPoint"
"205206312","NonLowPoint"
"107434498","NonLowPoint"
"100793437","NonLowPoint"
"107073527","NonLowPoint"
"102584878","NonLowPoint"
"100155588","NonLowPoint"
"102608123","NonLowPoint"
"101467041","NonLowPoint"
"101423342","NonLowPoint"
"102477495","NonLowPoint"
"101397518","NonLowPoint"
"101397359","NonLowPoint"
"200793646","NonLowPoint"
"102053594","NonLowPoint"
"102003283","NonLowPoint"
"205205258","NonLowPoint"
"105206920","NonLowPoint"
"202168127","NonLowPoint"
"205201532","NonLowPoint"
"105194458","NonLowPoint"
"105206466","NonLowPoint"
"107324764","NonLowPoint"
"107018235","NonLowPoint"
"103869666","NonLowPoint"
"102078323","NonLowPoint"
"105206652","NonLowPoint"
"105193811","NonLowPoint"
"105206912","NonLowPoint"
"101397432","NonLowPoint"
"101397560","NonLowPoint"
"105192357","NonLowPoint"
"305205195","NonLowPoint"
"101748092","NonLowPoint"
"105211547","NonLowPoint"
"105206888","NonLowPoint"
"100699340","NonLowPoint"
"103178283","NonLowPoint"
"101997392","NonLowPoint"
"101794147","NonLowPoint"
"105212308","NonLowPoint"
"101580329","NonLowPoint"
"100793674","NonLowPoint"
"100898146","NonLowPoint"
"105206414","NonLowPoint"
"101601312","NonLowPoint"
"100764094","NonLowPoint"
"105202059","NonLowPoint"
"101611609","NonLowPoint"
"105192858","NonLowPoint"
"101424301","NonLowPoint"
"100792603","NonLowPoint"
"105211585","NonLowPoint"
"105207124","NonLowPoint"
"105192253","NonLowPoint"
"100766774","NonLowPoint"
"105194418","NonLowPoint"
"100743820","NonLowPoint"
"105192837","NonLowPoint"
"107459155","NonLowPoint"
"101611106","NonLowPoint"
"100898155","NonLowPoint"
"101397519","NonLowPoint"
"107301541","NonLowPoint"
"100655056","NonLowPoint"
"105206231","NonLowPoint"
"107452583","NonLowPoint"
"107499839","NonLowPoint"
"202054808","NonLowPoint"
"205196413","NonLowPoint"
"105194332","NonLowPoint"
"105207035","NonLowPoint"
"201927500","NonLowPoint"
"103992331","NonLowPoint"
"105211575","NonLowPoint"
"105206657","NonLowPoint"
"102346947","NonLowPoint"
"205194313","NonLowPoint"
"107181762","NonLowPoint"
"101617609","NonLowPoint"
"301941864","NonLowPoint"
"105544799","NonLowPoint"
"105194093","NonLowPoint"
"107513730","NonLowPoint"
"107534668","NonLowPoint"
"102107304","NonLowPoint"
"107391531","NonLowPoint"
"405206513","NonLowPoint"
"105204099","NonLowPoint"
"103160790","NonLowPoint"
"303348565","NonLowPoint"
"102115896","NonLowPoint"
"101397483","NonLowPoint"
"305206334","NonLowPoint"
"105210979","NonLowPoint"
"105210795","NonLowPoint"
"107531884","NonLowPoint"
"105524807","NonLowPoint"
"200793603","NonLowPoint"
"107457567","NonLowPoint"
"102580186","NonLowPoint"
"107466271","NonLowPoint"
"205204470","NonLowPoint"
"205530999","NonLowPoint"
"103959219","NonLowPoint"
"101611438","NonLowPoint"
"107015384","NonLowPoint"
"201980044","NonLowPoint"
"102047125","NonLowPoint"
"105545817","NonLowPoint"
"305206498","NonLowPoint"
"100793629","NonLowPoint"
"105206679","NonLowPoint"
"105192846","NonLowPoint"
"100763805","NonLowPoint"
"101969601","NonLowPoint"
"400663842","NonLowPoint"
"105207194","NonLowPoint"
"105206392","NonLowPoint"
"205213414","NonLowPoint"
"107402287","NonLowPoint"
"201965858","NonLowPoint"
"101397554","NonLowPoint"
"101423645","NonLowPoint"
"105212316","NonLowPoint"
"101789812","NonLowPoint"
"102056488","NonLowPoint"
"105528524","NonLowPoint"
"103995778","NonLowPoint"
"101611385","NonLowPoint"
"105214470","NonLowPoint"
"101423817","NonLowPoint"
"105194344","NonLowPoint"
"102615303","NonLowPoint"
"202580374","NonLowPoint"
"101853468","NonLowPoint"
"105192888","NonLowPoint"
"101745193","NonLowPoint"
"102917800","NonLowPoint"
"105202791","NonLowPoint"
"105201612","NonLowPoint"
"107504335","NonLowPoint"
"105194183","NonLowPoint"
"107073515","NonLowPoint"
"105194632","NonLowPoint"
"105205286","NonLowPoint"
"105211442","NonLowPoint"
"103971392","NonLowPoint"
"105206964","NonLowPoint"
"101547809","NonLowPoint"
"105543116","NonLowPoint"
"201796224","NonLowPoint"
"101397575","NonLowPoint"
"100766494","NonLowPoint"
"105204421","NonLowPoint"
"101966927","NonLowPoint"
"102071207","NonLowPoint"
"105207125","NonLowPoint"
"101397628","NonLowPoint"
"101610897","NonLowPoint"
"101617605","NonLowPoint"
"207199576","NonLowPoint"
"101616814","NonLowPoint"
"201615984","NonLowPoint"
"105194570","NonLowPoint"
"105214970","NonLowPoint"
"105204965","NonLowPoint"
"105212358","NonLowPoint"
"101397603","NonLowPoint"
"105205023","NonLowPoint"
"103099556","NonLowPoint"
"205194686","NonLowPoint"
"103098815","NonLowPoint"
"101397539","NonLowPoint"
"105196365","NonLowPoint"
"101956623","NonLowPoint"
"101769697","NonLowPoint"
"105196817","NonLowPoint"
"105194784","NonLowPoint"
"201423292","NonLowPoint"
"107247973","NonLowPoint"
"107379628","NonLowPoint"
"105206980","NonLowPoint"
"100655045","NonLowPoint"
"205204499","NonLowPoint"
"201857674","NonLowPoint"
"101968348","NonLowPoint"
"105201026","NonLowPoint"
"203511969","NonLowPoint"
"103782729","NonLowPoint"
"103388506","NonLowPoint"
"101829775","NonLowPoint"
"102245822","NonLowPoint"
"107498916","NonLowPoint"
"105211568","NonLowPoint"
"105526183","NonLowPoint"
"105196771","NonLowPoint"
"105194091","NonLowPoint"
"105526335","NonLowPoint"
"103507506","NonLowPoint"
"100792566","NonLowPoint"
"101610580","NonLowPoint"
"103637390","NonLowPoint"
"100961031","NonLowPoint"
"105524759","NonLowPoint"
"101424012","NonLowPoint"
"100792171","NonLowPoint"
"100792139","NonLowPoint"
"301745068","NonLowPoint"
"101963648","NonLowPoint"
"105206884","NonLowPoint"
"102118122","NonLowPoint"
"105205316","NonLowPoint"
"101763203","NonLowPoint"
"101397425","NonLowPoint"
"103968765","NonLowPoint"
"105206295","NonLowPoint"
"205530708","NonLowPoint"
"100684757","NonLowPoint"
"302162823","NonLowPoint"
"202048852","NonLowPoint"
"102073813","NonLowPoint"
"103770423","NonLowPoint"
"107052406","NonLowPoint"
"105196310","NonLowPoint"
"101397589","NonLowPoint"
"105194614","NonLowPoint"
"103577263","NonLowPoint"
"101951406","NonLowPoint"
"107474534","NonLowPoint"
"105211594","NonLowPoint"
"105194092","NonLowPoint"
"101929051","NonLowPoint"
"103593038","NonLowPoint"
"107370216","NonLowPoint"
"105206718","NonLowPoint"
"100792117","NonLowPoint"
"102045561","NonLowPoint"
"101611073","NonLowPoint"
"102427575","NonLowPoint"
"105194774","NonLowPoint"
"107419975","NonLowPoint"
"103348621","NonLowPoint"
"105192795","NonLowPoint"
"105194221","NonLowPoint"
"100654997","NonLowPoint"
"100898159","NonLowPoint"
"105196613","NonLowPoint"
"305205253","NonLowPoint"
"107469126","NonLowPoint"
"105544395","NonLowPoint"
"101952736","NonLowPoint"
"105206662","NonLowPoint"
"107537638","NonLowPoint"
"101423157","NonLowPoint"
"105196305","NonLowPoint"
"105208101","NonLowPoint"
"107461067","NonLowPoint"
"202162138","NonLowPoint"
"105194552","NonLowPoint"
"101631143","NonLowPoint"
"107438646","NonLowPoint"
"107469914","NonLowPoint"
"100682435","NonLowPoint"
"105204528","NonLowPoint"
"202066529","NonLowPoint"
"102202532","NonLowPoint"
"105201571","NonLowPoint"
"201944220","NonLowPoint"
"100793479","NonLowPoint"
"100792041","NonLowPoint"
"102369729","NonLowPoint"
"105206344","NonLowPoint"
"100792214","NonLowPoint"
"102906696","NonLowPoint"
"105208172","NonLowPoint"
"105211617","NonLowPoint"
"105208109","NonLowPoint"
"105206384","NonLowPoint"
"202601673","NonLowPoint"
"202009780","NonLowPoint"
"105212300","NonLowPoint"
"105204441","NonLowPoint"
"101397564","NonLowPoint"
"105202910","NonLowPoint"
"101467036","NonLowPoint"
"305207202","NonLowPoint"
"207371575","NonLowPoint"
"105207087","NonLowPoint"
"101606127","NonLowPoint"
"105212414","NonLowPoint"
"101424174","NonLowPoint"
"103727483","NonLowPoint"
"101834851","NonLowPoint"
"105194404","NonLowPoint"
"105206989","NonLowPoint"
"201397597","NonLowPoint"
"101424280","NonLowPoint"
"101790278","NonLowPoint"
"105211610","NonLowPoint"
"107321287","NonLowPoint"
"100996685","NonLowPoint"
"102486404","NonLowPoint"
"107461624","NonLowPoint"
"107200267","NonLowPoint"
"105196402","NonLowPoint"
"103565169","NonLowPoint"
"100655034","NonLowPoint"
"101673765","NonLowPoint"
"100699234","NonLowPoint"
"205212194","NonLowPoint"
"100664393","NonLowPoint"
"101586704","NonLowPoint"
"200713864","NonLowPoint"
"205202773","NonLowPoint"
"101765326","NonLowPoint"
"100767256","NonLowPoint"
"101525800","NonLowPoint"
"203928799","NonLowPoint"
"107316359","NonLowPoint"
"105202697","NonLowPoint"
"100793476","NonLowPoint"
"105201093","NonLowPoint"
"101966482","NonLowPoint"
"105211764","NonLowPoint"
"101776835","NonLowPoint"
"301929733","NonLowPoint"
"105206970","NonLowPoint"
"305196494","NonLowPoint"
"105525695","NonLowPoint"
"101769774","NonLowPoint"
"101988778","NonLowPoint"
"102216899","NonLowPoint"
"205203909","NonLowPoint"
"105213405","NonLowPoint"
"105204630","NonLowPoint"
"201423669","NonLowPoint"
"400792578","NonLowPoint"
"205194163","NonLowPoint"
"301908692","NonLowPoint"
"105529332","NonLowPoint"
"301397516","NonLowPoint"
"101611297","NonLowPoint"
"102710622","NonLowPoint"
"102436545","NonLowPoint"
"101857584","NonLowPoint"
"105214586","NonLowPoint"
"101397590","NonLowPoint"
"105192757","NonLowPoint"
"101610517","NonLowPoint"
"205194581","NonLowPoint"
"102003600","NonLowPoint"
"205194040","NonLowPoint"
"200793691","NonLowPoint"
"105194671","NonLowPoint"
"200792653","NonLowPoint"
"107345044","NonLowPoint"
"105210811","NonLowPoint"
"105193774","NonLowPoint"
"105194823","NonLowPoint"
"105192158","NonLowPoint"
"102369731","NonLowPoint"
"301966339","NonLowPoint"
"107531473","NonLowPoint"
"107317027","NonLowPoint"
"305530997","NonLowPoint"
"107401430","NonLowPoint"
"105194736","NonLowPoint"
"100793509","NonLowPoint"
"103578003","NonLowPoint"
"100898145","NonLowPoint"
"101966190","NonLowPoint"
"205206375","NonLowPoint"
"105204139","NonLowPoint"
"102126806","NonLowPoint"
"305213516","NonLowPoint"
"102531320","NonLowPoint"
"107039469","NonLowPoint"
"101974142","NonLowPoint"
"102419874","NonLowPoint"
"101611586","NonLowPoint"
"105204495","NonLowPoint"
"107324653","NonLowPoint"
"305196768","NonLowPoint"
"205206928","NonLowPoint"
"105202884","NonLowPoint"
"205201127","NonLowPoint"
"102228701","NonLowPoint"
"101938838","NonLowPoint"
"201611043","NonLowPoint"
"107483847","NonLowPoint"
"105206767","NonLowPoint"
"101467009","NonLowPoint"
"101936096","NonLowPoint"
"105201132","NonLowPoint"
"103852549","NonLowPoint"
"107088781","NonLowPoint"
"100961594","NonLowPoint"
"205202684","NonLowPoint"
"301690549","NonLowPoint"
"105204624","NonLowPoint"
"105202785","NonLowPoint"
"105210977","NonLowPoint"
"101744078","NonLowPoint"
"101397300","NonLowPoint"
"201616863","NonLowPoint"
"100322113","NonLowPoint"
"301423428","NonLowPoint"
"101859144","NonLowPoint"
"104027059","NonLowPoint"
"101849552","NonLowPoint"
"107334020","NonLowPoint"
"101761271","NonLowPoint"
"102130941","NonLowPoint"
"101695794","NonLowPoint"
"101423813","NonLowPoint"
"107332169","NonLowPoint"
"302219058","NonLowPoint"
"105196556","NonLowPoint"
"101959906","NonLowPoint"
"104029154","NonLowPoint"
"305194085","NonLowPoint"
"205194497","NonLowPoint"
"201944470","NonLowPoint"
"105525391","NonLowPoint"
"103655893","NonLowPoint"
"105196303","NonLowPoint"
"107298611","NonLowPoint"
"102030857","NonLowPoint"
"101423629","NonLowPoint"
"205210789","NonLowPoint"
"107505475","NonLowPoint"
"101693504","NonLowPoint"
"105203911","NonLowPoint"
"205214806","NonLowPoint"
"103862337","NonLowPoint"
"201547813","NonLowPoint"
"101397318","NonLowPoint"
"102048887","NonLowPoint"
"102062686","NonLowPoint"
"103616105","NonLowPoint"
"105202913","NonLowPoint"
"100792759","NonLowPoint"
"102158361","NonLowPoint"
"107395183","NonLowPoint"
"105194532","NonLowPoint"
"107027423","NonLowPoint"
"105204538","NonLowPoint"
"105204996","NonLowPoint"
"205194282","NonLowPoint"
"105194436","NonLowPoint"
"105196345","NonLowPoint"
"105207057","NonLowPoint"
"101583778","NonLowPoint"
"103855741","NonLowPoint"
"201397548","NonLowPoint"
"201920549","NonLowPoint"
"205204399","NonLowPoint"
"102019349","NonLowPoint"
"201745899","NonLowPoint"
"105211590","NonLowPoint"
"101397491","NonLowPoint"
"101729467","NonLowPoint"
"103624293","NonLowPoint"
"105528570","NonLowPoint"
"102436995","NonLowPoint"
"301611576","NonLowPoint"
"105214922","NonLowPoint"
"101610978","NonLowPoint"
"105545828","NonLowPoint"
"103896007","NonLowPoint"
"107242473","NonLowPoint"
"305206969","NonLowPoint"
"101708251","NonLowPoint"
"102003567","NonLowPoint"
"101684440","NonLowPoint"
"105526523","NonLowPoint"
"105212304","NonLowPoint"
"107276226","NonLowPoint"
"105204471","NonLowPoint"
"103854083","NonLowPoint"
"101606684","NonLowPoint"
"102240651","NonLowPoint"
"103590898","NonLowPoint"
"101922490","NonLowPoint"
"100792777","NonLowPoint"
"101827147","NonLowPoint"
"103090812","NonLowPoint"
"100793455","NonLowPoint"
"101795852","NonLowPoint"
"105202823","NonLowPoint"
"101422904","NonLowPoint"
"105526739","NonLowPoint"
"205194818","NonLowPoint"
"101397558","NonLowPoint"
"107537562","NonLowPoint"
"102046443","NonLowPoint"
"201771217","NonLowPoint"
"103605931","NonLowPoint"
"105203926","NonLowPoint"
"105211014","NonLowPoint"
"107450435","NonLowPoint"
"205206501","NonLowPoint"
"105211534","NonLowPoint"
"101676291","NonLowPoint"
"105211611","NonLowPoint"
"101610954","NonLowPoint"
"201941726","NonLowPoint"
"101424246","NonLowPoint"
"101397606","NonLowPoint"
"101939446","NonLowPoint"
"102166031","NonLowPoint"
"105212442","NonLowPoint"
"105204396","NonLowPoint"
"201867818","NonLowPoint"
"101753139","NonLowPoint"
"101424363","NonLowPoint"
"101833234","NonLowPoint"
"207114766","NonLowPoint"
"205531037","NonLowPoint"
"105206343","NonLowPoint"
"101793565","NonLowPoint"
"101937617","NonLowPoint"
"103296040","NonLowPoint"
"100903706","NonLowPoint"
"107315550","NonLowPoint"
"101397529","NonLowPoint"
"101467058","NonLowPoint"
"107438844","NonLowPoint"
"101960084","NonLowPoint"
"101968225","NonLowPoint"
"100110586","NonLowPoint"
"205205187","NonLowPoint"
"105208044","NonLowPoint"
"105207298","NonLowPoint"
"105206609","NonLowPoint"
"105206453","NonLowPoint"
"105204547","NonLowPoint"
"105204521","NonLowPoint"
"101796212","NonLowPoint"
"105206364","NonLowPoint"
"107441894","NonLowPoint"
"101966935","NonLowPoint"
"107437579","NonLowPoint"
"101424384","NonLowPoint"
"105194587","NonLowPoint"
"105215040","NonLowPoint"
"102018163","NonLowPoint"
"105207026","NonLowPoint"
"105201110","NonLowPoint"
"203602917","NonLowPoint"
"107371402","NonLowPoint"
"105194503","NonLowPoint"
"202074517","NonLowPoint"
"100793443","NonLowPoint"
"305194336","NonLowPoint"
"101944480","NonLowPoint"
"101397334","NonLowPoint"
"105212342","NonLowPoint"
"101424344","NonLowPoint"
"105192316","NonLowPoint"
"105196178","NonLowPoint"
"107180859","NonLowPoint"
"101397260","NonLowPoint"
"101424155","NonLowPoint"
"101466964","NonLowPoint"
"105194810","NonLowPoint"
"101397552","NonLowPoint"
"102604402","NonLowPoint"
"107475112","NonLowPoint"
"105215036","NonLowPoint"
"105206409","NonLowPoint"
"301525770","NonLowPoint"
"107212316","NonLowPoint"
"102156802","NonLowPoint"
"201932203","NonLowPoint"
"102048810","NonLowPoint"
"107465623","NonLowPoint"
"105213514","NonLowPoint"
"103982686","NonLowPoint"
"201424040","NonLowPoint"
"105204851","NonLowPoint"
"305196273","NonLowPoint"
"100767441","NonLowPoint"
"107502384","NonLowPoint"
"201942953","NonLowPoint"
"105207075","NonLowPoint"
"200793361","NonLowPoint"
"105202803","NonLowPoint"
"107376352","NonLowPoint"
"102254641","NonLowPoint"
"107525188","NonLowPoint"
"200793779","NonLowPoint"
"105202856","NonLowPoint"
"102140344","NonLowPoint"
"307253838","NonLowPoint"
"105194178","NonLowPoint"
"105214737","NonLowPoint"
"205202875","NonLowPoint"
"103593520","NonLowPoint"
"100793493","NonLowPoint"
"201397577","NonLowPoint"
"203608780","NonLowPoint"
"100793783","NonLowPoint"
"101611156","NonLowPoint"
"101424287","NonLowPoint"
"100792246","NonLowPoint"
"101424034","NonLowPoint"
"200664367","NonLowPoint"
"105206723","NonLowPoint"
"100765394","NonLowPoint"
"100766274","NonLowPoint"
"101611066","NonLowPoint"
"100792618","NonLowPoint"
"201606061","NonLowPoint"
"107472920","NonLowPoint"
"107323364","NonLowPoint"
"101678051","NonLowPoint"
"405206372","NonLowPoint"
"101424316","NonLowPoint"
"103352236","NonLowPoint"
"101977525","NonLowPoint"
"105206454","NonLowPoint"
"101623133","NonLowPoint"
"205204439","NonLowPoint"
"105206772","NonLowPoint"
"105204768","NonLowPoint"
"200110027","NonLowPoint"
"102233250","NonLowPoint"
"100762930","NonLowPoint"
"103820804","NonLowPoint"
"101942895","NonLowPoint"
"107536300","NonLowPoint"
"100766271","NonLowPoint"
"101606069","NonLowPoint"
"103781079","NonLowPoint"
"101397227","NonLowPoint"
"107538019","NonLowPoint"
"107538978","NonLowPoint"
"105206634","NonLowPoint"
"101397645","NonLowPoint"
"103852843","NonLowPoint"
"105203975","NonLowPoint"
"105202258","NonLowPoint"
"101448348","NonLowPoint"
"105542661","NonLowPoint"
"205527202","NonLowPoint"
"101618904","NonLowPoint"
"105194514","NonLowPoint"
"105194487","NonLowPoint"
"101825136","NonLowPoint"
"105206300","NonLowPoint"
"107468460","NonLowPoint"
"107363995","NonLowPoint"
"101610238","NonLowPoint"
"205194821","NonLowPoint"
"105205594","NonLowPoint"
"205206235","NonLowPoint"
"101920464","NonLowPoint"
"105208041","NonLowPoint"
"107069747","NonLowPoint"
"102590528","NonLowPoint"
"101814355","NonLowPoint"
"203644272","NonLowPoint"
"105206713","NonLowPoint"
"201423535","NonLowPoint"
"107295241","NonLowPoint"
"105208187","NonLowPoint"
"107454008","NonLowPoint"
"102050551","NonLowPoint"
"205206972","NonLowPoint"
"107444436","NonLowPoint"
"101986339","NonLowPoint"
"201625292","NonLowPoint"
"203794338","NonLowPoint"
"101397242","NonLowPoint"
"107222817","NonLowPoint"
"302208768","NonLowPoint"
"205206948","NonLowPoint"
"201424207","NonLowPoint"
"107236403","NonLowPoint"
"101941402","NonLowPoint"
"101933857","NonLowPoint"
"105210723","NonLowPoint"
"101424084","NonLowPoint"
"105208020","NonLowPoint"
"105544110","NonLowPoint"
"105544800","NonLowPoint"
"101423182","NonLowPoint"
"205196351","NonLowPoint"
"105211513","NonLowPoint"
"102501351","NonLowPoint"
"105531124","NonLowPoint"
"102196814","NonLowPoint"
"100765973","NonLowPoint"
"205194212","NonLowPoint"
"105206526","NonLowPoint"
"105196673","NonLowPoint"
"100766292","NonLowPoint"
"105212307","NonLowPoint"
"100569301","NonLowPoint"
"101796273","NonLowPoint"
"105211244","NonLowPoint"
"101756594","NonLowPoint"
"205215006","NonLowPoint"
"201397468","NonLowPoint"
"107301179","NonLowPoint"
"101611050","NonLowPoint"
"105202821","NonLowPoint"
"105525202","NonLowPoint"
"101943189","NonLowPoint"
"105206979","NonLowPoint"
"105525452","NonLowPoint"
"201424279","NonLowPoint"
"202561107","NonLowPoint"
"107070386","NonLowPoint"
"105205003","NonLowPoint"
"105202088","NonLowPoint"
"103798099","NonLowPoint"
"202067040","NonLowPoint"
"101679138","NonLowPoint"
"105212357","NonLowPoint"
