,RTL_STORE_CD,RTL_FIPS_COUNTY_DSC,RTL_PREMISE_TYPE_CD,RTL_CHANNEL_DSC,RTL_SUBCHANNEL_DSC,RTL_BEER_FLAG,RTL_LIQUOR_FLG,BEERTYPE
627,101917555,CHEROKEE,ON,BAR/NIGHTCLUB,CASUAL NIGHTCLUB,Y,Y,LowPoint
628,101820166,JACKSON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
629,101852859,WASHINGTON,ON,DINING,FAST CASUAL,Y,N,LowPoint
630,100098074,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
631,101973547,CARTER,ON,DINING,CASUAL DINING,Y,Y,LowPoint
632,102133510,OKLAHOMA,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
633,102141460,CREEK,ON,RECREATION,GOLF/COUNTRY CLUB,Y,N,LowPoint
634,101839661,OSAGE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
635,200684893,GARVIN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
636,100804224,OKLAHOMA,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
637,100684931,CARTER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
638,100299813,POTTAWATOMIE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
639,201823376,KAY,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
640,101951623,GRADY,ON,DINING,CASUAL DINING,Y,Y,LowPoint
641,101804569,LOGAN,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
642,100322932,NOBLE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
643,200447200,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
644,100144322,MUSKOGEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
645,101868723,CADDO,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
646,101734578,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
647,VIP-24235779,UNKNOWN,ON,UNKNOWN,UNKNOWN,U,U,LowPoint
648,201767978,OKLAHOMA,ON,DINING,FAST CASUAL,Y,N,LowPoint
649,101547677,BRYAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
650,100950299,MURRAY,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
651,100949308,OKLAHOMA,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
652,107378596,OKLAHOMA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
653,101937015,GRANT,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
654,100302442,CANADIAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
655,100447386,MCCURTAIN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
656,201979316,ROGERS,ON,RECREATION,CASINO/GAMBLING,Y,Y,LowPoint
657,200673210,POTTAWATOMIE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
658,103975755,TULSA,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
659,100385726,TULSA,OFF,MASS MERCHANDISER,CONVENTIONAL MASS MERCH,Y,N,LowPoint
660,107329838,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
661,101820191,HASKELL,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
662,100546360,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
663,200909456,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
664,107319886,MUSKOGEE,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
665,100797728,CLEVELAND,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
666,100661540,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
667,107354948,OKLAHOMA,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
668,100542836,TULSA,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
669,102624527,GARFIELD,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
670,100446900,WAGONER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
671,100492229,COMANCHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
672,100387150,SEMINOLE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
673,100704276,TULSA,ON,CATERER,BANQUET HALL,Y,Y,LowPoint
674,101484877,OKLAHOMA,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
675,101541226,STEPHENS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
676,100655603,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
677,100953369,MAYES,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
678,101950944,OKLAHOMA,ON,RECREATION,BILLIARD/BOWLING/ARCADE,Y,N,LowPoint
679,105526092,OKLAHOMA,ON,BAR/NIGHTCLUB,SPORTS BAR,Y,Y,LowPoint
680,200191574,BECKHAM,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
681,100323672,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
682,100330120,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
683,107312563,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
684,107483193,CLEVELAND,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
685,100390692,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
686,200647218,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
687,101715252,BRYAN,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
688,200644583,KIOWA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
689,100097801,GRANT,OFF,GROCERY,SUPERETTE,Y,N,LowPoint
690,107419031,CLEVELAND,ON,RECREATION,OTHER ENTERTAINMENT,Y,Y,LowPoint
691,102276072,BRYAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
692,102024827,CREEK,ON,DINING,CASUAL DINING,Y,N,LowPoint
693,101697554,MCINTOSH,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
694,201531901,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
695,100650849,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
696,101976204,LE FLORE,ON,DINING,CASUAL DINING,Y,N,LowPoint
697,100681831,GARFIELD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
698,100681779,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
699,101942955,CLEVELAND,ON,RECREATION,GOLF/COUNTRY CLUB,Y,N,LowPoint
700,107381443,TULSA,OFF,GROCERY,SUPERMARKET-NATURAL/GOURMET FOODS,Y,N,LowPoint
701,107194373,GARVIN,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
702,101832657,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
703,101942721,OKLAHOMA,ON,EXTENDED MASTER ON-PREMISE,SPECIAL EVENTS,N,N,LowPoint
704,100314540,COMANCHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
705,102525870,PONTOTOC,ON,EXTENDED MASTER ON-PREMISE,GAMBLING NA,N,N,LowPoint
706,101804142,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
707,103917072,CHEROKEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
708,100162249,CANADIAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
709,207386175,OKLAHOMA,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
710,107273230,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
711,101823377,MCCURTAIN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
712,101440437,GARFIELD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
713,100098690,PITTSBURG,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
714,101620205,OKLAHOMA,ON,DINING,FAST CASUAL,Y,Y,LowPoint
715,107316883,BLAINE,ON,RECREATION,STADIUM/ARENA/CONVENTION,Y,N,LowPoint
716,107425982,LE FLORE,ON,DINING,CASUAL DINING,Y,N,LowPoint
717,101785038,TULSA,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
718,100566404,MUSKOGEE,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
719,101652904,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
720,100473558,MAJOR,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
721,100290076,CLEVELAND,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
722,201954404,CLEVELAND,ON,DINING,FAST CASUAL,Y,Y,LowPoint
723,103767544,OKLAHOMA,ON,RECREATION,THEATER,Y,Y,LowPoint
724,103718168,OKLAHOMA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
725,101910378,OTTAWA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
726,100765809,COTTON,OFF,LIQUOR,CONVENTIONAL LIQUOR,Y,Y,LowPoint
727,100423415,CLEVELAND,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
728,102609649,MCINTOSH,ON,DINING,CASUAL DINING,Y,N,LowPoint
729,100629696,PITTSBURG,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
730,107405547,MCCURTAIN,ON,DINING,CASUAL DINING,Y,N,LowPoint
731,100495554,WOODS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
732,301772952,WASHITA,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
733,201943042,OKLAHOMA,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
734,100319523,MAJOR,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
735,101448951,WOODS,OFF,GROCERY,SUPERETTE,Y,N,LowPoint
736,201770357,TULSA,ON,DINING,CASUAL DINING,Y,N,LowPoint
737,101950958,OKLAHOMA,ON,DINING,FAST CASUAL,Y,N,LowPoint
738,107264459,MUSKOGEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
739,100320845,COMANCHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
740,300685084,PITTSBURG,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
741,107244673,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
742,107487831,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
743,101939441,MCINTOSH,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
744,200673104,STEPHENS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
745,107231826,COMANCHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
746,101431880,STEPHENS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
747,101932480,OKLAHOMA,ON,DINING,FAST CASUAL,Y,Y,LowPoint
748,103524646,MCCURTAIN,ON,RECREATION,CASINO/GAMBLING,Y,N,LowPoint
749,103718310,COTTON,ON,DINING,FAST CASUAL,Y,N,LowPoint
750,100208551,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
751,201931304,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
752,400190069,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
753,107197663,HUGHES,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
754,102029702,MCCURTAIN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
755,100947625,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
756,101967813,PUSHMATAHA,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
757,101528186,TULSA,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,N,LowPoint
758,101852431,ROGERS,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
759,100492232,STEPHENS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
760,101469024,CHOCTAW,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,N,LowPoint
761,100681814,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
762,100136239,STEPHENS,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
763,100139549,TULSA,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
764,101828343,OKLAHOMA,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
765,107522287,CHOCTAW,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
766,102572586,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
767,100172957,PITTSBURG,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
768,200449873,CADDO,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
769,101508590,MUSKOGEE,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
770,100473174,CANADIAN,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
771,200448688,MCCURTAIN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
772,101771892,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
773,100447121,ROGERS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
774,101820130,CADDO,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
775,100447746,HARPER,OFF,GROCERY,SUPERETTE,Y,N,LowPoint
776,202373436,LINCOLN,ON,DINING,FAST CASUAL,Y,N,LowPoint
777,107373492,MUSKOGEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
778,103706334,GARVIN,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
779,100097515,CARTER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
780,103589986,OKLAHOMA,ON,DINING,CASUAL DINING,Y,N,LowPoint
781,207321564,DELAWARE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
782,101802244,OTTAWA,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
783,100684872,MCCLAIN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
784,107300329,GRADY,ON,DINING,POLISHED CASUAL,Y,Y,LowPoint
785,200910070,CLEVELAND,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
786,101945065,PAYNE,ON,RECREATION,BILLIARD/BOWLING/ARCADE,Y,N,LowPoint
787,100934575,CLEVELAND,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
788,100251231,ADAIR,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
789,100241294,COMANCHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
790,101542181,GARFIELD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
791,200097949,ROGERS,OFF,CONVENIENCE STORE,GAS STATION/KIOSK,Y,N,LowPoint
792,200191671,WOODWARD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
793,100647172,OTTAWA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
794,100450414,CHEROKEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
795,102218195,OKLAHOMA,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
796,101734571,WOODWARD,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
797,100294067,SEMINOLE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
798,103866090,TULSA,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
799,100797431,LINCOLN,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
800,101937715,OKLAHOMA,ON,DINING,CASUAL DINING,Y,Y,LowPoint
801,101584761,DELAWARE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
802,100316315,CHEROKEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
803,102269590,LE FLORE,ON,DINING,CASUAL DINING,Y,N,LowPoint
804,100097967,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
805,202055566,OKLAHOMA,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
806,101992702,MUSKOGEE,NR,DISTRIBUTOR/SUB-DISTRIBUTOR,DISTRIBUTOR/SUB-DISTRIBUTOR,N,N,NonLowPoint
807,100681819,ATOKA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
808,102069176,MUSKOGEE,OFF,EXTENDED MASTER OFF-PREMISE,ETHNIC MARKETS,N,N,LowPoint
809,100653915,COMANCHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
810,100254507,PAYNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
811,100419645,KAY,OFF,MASS MERCHANDISER,CONVENTIONAL MASS MERCH,Y,N,LowPoint
812,100699427,ROGER MILLS,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
813,101796357,LE FLORE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
814,101545116,PITTSBURG,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
815,100754371,JACKSON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
816,102602939,GARFIELD,ON,EXTENDED MASTER ON-PREMISE,RESTAURANT NA,N,N,LowPoint
817,100302421,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
818,101849371,TULSA,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
819,100451361,CREEK,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
820,100901757,CANADIAN,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
821,102661492,SEQUOYAH,ON,DINING,CASUAL DINING,Y,Y,LowPoint
822,103870534,WASHITA,ON,DINING,CASUAL DINING,Y,N,LowPoint
823,201522158,POTTAWATOMIE,OFF,GROCERY,SUPERETTE,Y,N,LowPoint
824,107436449,MARSHALL,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
825,100956338,OKLAHOMA,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
826,100643931,PAWNEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
827,107466134,LE FLORE,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
828,103604944,ROGER MILLS,ON,DINING,CASUAL DINING,Y,N,LowPoint
829,100486736,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
830,102002359,POTTAWATOMIE,ON,DINING,CASUAL DINING,Y,N,LowPoint
831,301945816,OKLAHOMA,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
832,100248651,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
833,103642310,CUSTER,OFF,GROCERY,SUPERCENTER,Y,N,LowPoint
834,107069702,TULSA,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
835,103755670,CLEVELAND,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
836,101529583,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
837,101853657,OKLAHOMA,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
838,301910888,OKLAHOMA,ON,BAR/NIGHTCLUB,ADULT ENTERTAINMENT,Y,Y,LowPoint
839,302009449,OKLAHOMA,ON,DINING,FAST CASUAL,Y,N,LowPoint
840,101529580,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
841,107274243,CANADIAN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
842,100566392,OKLAHOMA,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
843,107331633,WASHINGTON,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
844,100754439,CRAIG,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
845,100698827,CANADIAN,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
846,100692968,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
847,100978185,OSAGE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
848,107296469,GARVIN,OFF,CIGARETTE OUTLET,CONVENTIONAL CIGARETTE OUTLET,Y,N,LowPoint
849,201951671,PITTSBURG,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
850,100098094,PAYNE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
851,100990422,DELAWARE,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
852,101796475,TULSA,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
853,100098628,OKMULGEE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
854,107199485,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
855,100263614,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
856,100640311,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
857,201963385,OKLAHOMA,ON,BAR/NIGHTCLUB,CASUAL NIGHTCLUB,Y,Y,LowPoint
858,107364604,TULSA,OFF,DRUG,CONVENTIONAL DRUG,Y,N,LowPoint
859,101449475,GREER,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
860,101943025,PAYNE,ON,RECREATION,CASINO/GAMBLING,Y,Y,LowPoint
861,100098805,POTTAWATOMIE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
862,101627797,POTTAWATOMIE,ON,RECREATION,CASINO/GAMBLING,Y,Y,LowPoint
863,101811045,HUGHES,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,N,N,LowPoint
864,100330222,TULSA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
865,200721608,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
866,102210053,MUSKOGEE,ON,DINING,CASUAL DINING,Y,Y,LowPoint
867,100194249,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
868,100302445,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
869,100391832,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
870,101582783,TULSA,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
871,100450175,COAL,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
872,101693722,TULSA,ON,DINING,FAST CASUAL,Y,N,LowPoint
873,200097885,WASHINGTON,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
874,107534663,OKLAHOMA,ON,BAR/NIGHTCLUB,CASUAL NIGHTCLUB,Y,Y,LowPoint
875,101489827,OKLAHOMA,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
876,101646786,COMANCHE,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
877,103846767,OKLAHOMA,ON,BAR/NIGHTCLUB,NEIGHBORHOOD BAR,Y,Y,LowPoint
878,103656145,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
879,100565130,SEQUOYAH,OFF,MASS MERCHANDISER,DOLLAR STORE,Y,N,LowPoint
880,100951764,GARVIN,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
881,100098692,PITTSBURG,OFF,GROCERY,SUPERMARKET-CONVENTIONAL,Y,N,LowPoint
882,201833163,OKLAHOMA,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
883,200447118,WAGONER,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
884,300712178,CREEK,OFF,CONVENIENCE STORE,CONVENTIONAL CONVENIENCE,Y,N,LowPoint
